Fecha de inicio,Contacto: Id. de contacto,Tipo de Evento,ID del Evento,Experiencia General,Duracion,Calidad de Alimentos,Interaccion con exalumnos,Interaccion con profesores
44119,0034100001w60wh,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100000s5piK,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001hBL14,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001MnX2m,Tec 360,EVN-0192863,4,2,4,4,4
44119,003410000157Pus,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001NIOjU,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001MnmVG,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100002HBhpg,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001i4iJ4,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001pmFkx,Tec 360,EVN-0192863,5,2,3,4,5
44119,00341000019Es1B,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001Cl6hV,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001Lo6lw,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001i4AOD,Tec 360,EVN-0192863,5,2,4,4,5
44119,0034100001VK49B,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100000zfu1V,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000ygtYw,Tec 360,EVN-0192863,5,3,4,4,4
44119,00341000019HULt,Tec 360,EVN-0192863,5,3,4,5,5
44119,0034100001JsB1z,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001FeIl7,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001FeH80,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001Mp2Ei,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001AUtGw,Tec 360,EVN-0192863,5,2,4,5,5
44119,0034100001ZRFxZ,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001ClzeM,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001mmq1o,Tec 360,EVN-0192863,5,5,4,4,4
44119,0032M00002bt6Hc,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001x5YJo,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001BDJSe,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001Llegk,Tec 360,EVN-0192863,4,2,4,5,5
44119,00341000012hOvu,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001FeIPD,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001gGKjm,Tec 360,EVN-0192863,4,4,4,4,4
44119,00341000019Hevo,Tec 360,EVN-0192863,4,4,3,5,4
44119,0034100001TNwMh,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001exHya,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001BDDbN,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001ZRuec,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000015JqRl,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001i4TJg,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100000yigaP,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001WqK27,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001FeI8q,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001n657C,Tec 360,EVN-0192863,5,2,4,4,5
44119,0034100001FbGhw,Tec 360,EVN-0192863,4,4,4,5,4
44119,0033f000004l9P5,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100002H9COo,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001I2Txv,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001MnPE9,Tec 360,EVN-0192863,4,2,4,4,4
44119,0032M00002iMos5,Tec 360,EVN-0192863,3,3,3,4,5
44119,0034100001FbGT4,Tec 360,EVN-0192863,4,2,4,5,5
44119,0034100001qYUDL,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100000zg481,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001MmIAs,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001P1jt7,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001J67jm,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001kEXwx,Tec 360,EVN-0192863,5,3,5,5,5
44119,0034100001rf6RX,Tec 360,EVN-0192863,5,3,3,5,4
44119,0034100001evFBh,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000015LW6N,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100000yglde,Tec 360,EVN-0192863,4,5,4,4,4
44119,00341000014aTnt,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100000s5pBL,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100000yh7k0,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001JuYAU,Tec 360,EVN-0192863,5,4,4,5,4
44119,00341000018wrKu,Tec 360,EVN-0192863,5,4,4,4,4
44119,00341000012gE6l,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001Clzf0,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001Fd1Yg,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100000zg46P,Tec 360,EVN-0192863,4,4,4,4,5
44119,0034100001qa9Nc,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001FeGHp,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001BCtBi,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100002C8quc,Tec 360,EVN-0192863,5,5,4,4,4
44119,00341000015L4en,Tec 360,EVN-0192863,4,5,3,5,4
44119,0034100001JtPhC,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001BDx7m,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001fng37,Tec 360,EVN-0192863,4,2,4,4,4
44119,00341000019Es5d,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000yiAsr,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001mmmxJ,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001JrYDx,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000015JqFW,Tec 360,EVN-0192863,5,2,4,5,4
44119,003410000157SV2,Tec 360,EVN-0192863,4,3,4,5,4
44119,00341000018tZGx,Tec 360,EVN-0192863,4,3,5,4,5
44119,00341000021jKb8,Tec 360,EVN-0192863,5,5,4,5,4
44119,00341000018TFB3,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000zg46t,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100000zeYNH,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001Fd0zS,Tec 360,EVN-0192863,5,3,4,4,4
44119,00341000019HV6s,Tec 360,EVN-0192863,5,4,5,4,4
44119,00341000018tZGx,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100000yiIUU,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001hArss,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001I2TWS,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001Fd0uX,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100000th3KI,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001AVsYu,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001fpv1G,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000012gEAi,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001FbGYG,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001ewswr,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001BDxAM,Tec 360,EVN-0192863,4,2,5,5,4
44119,0034100001fpveh,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001J6ONe,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100000zeWXT,Tec 360,EVN-0192863,5,5,4,4,4
44119,00341000015Jpka,Tec 360,EVN-0192863,5,3,4,4,5
44119,0033f0000078d49,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001L2K7Q,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000012fulL,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001QG5gg,Tec 360,EVN-0192863,4,4,4,4,4
44119,00341000019Es1z,Tec 360,EVN-0192863,4,5,5,5,4
44119,0034100001WqC8Q,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100002UDrSA,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001gGLrS,Tec 360,EVN-0192863,5,2,4,5,4
44119,003410000157RFz,Tec 360,EVN-0192863,5,3,4,4,3
44119,00341000015LW4S,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001Lkbvd,Tec 360,EVN-0192863,5,4,4,5,4
44119,00341000019HUQt,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001fpyko,Tec 360,EVN-0192863,5,3,3,5,4
44119,0034100001cP2Ra,Tec 360,EVN-0192863,5,3,4,4,4
44119,00341000012gnNt,Tec 360,EVN-0192863,4,5,3,4,4
44119,00341000012hOpD,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001exub9,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001AV249,Tec 360,EVN-0192863,4,4,4,4,5
44119,00341000012gnNA,Tec 360,EVN-0192863,4,2,4,4,5
44119,0034100000s5pYo,Tec 360,EVN-0192863,5,3,5,4,4
44119,0034100001FeICd,Tec 360,EVN-0192863,4,3,4,5,5
44119,0034100001I3ylR,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100000zg46Z,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001cR2Pw,Tec 360,EVN-0192863,4,3,4,4,4
44119,00341000012hHR0,Tec 360,EVN-0192863,5,3,5,4,5
44119,0034100001AT1Xo,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001FeFX5,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001ywjxb,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100000vUIvT,Tec 360,EVN-0192863,4,4,4,4,5
44119,0034100001L1IK6,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001MoiIH,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001FdXXj,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001NInDp,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001BFNMs,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001lfeas,Tec 360,EVN-0192863,4,4,3,5,5
44119,0034100001Fcktb,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001Nubiv,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001BDtWN,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001FchEp,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001dSmkx,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001AVsUn,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001ZSUaZ,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001qb4L2,Tec 360,EVN-0192863,4,2,4,4,4
44119,00341000012fHbx,Tec 360,EVN-0192863,4,3,4,5,5
44119,0034100001FbGMm,Tec 360,EVN-0192863,5,3,3,5,4
44119,0034100000yh7lS,Tec 360,EVN-0192863,5,5,5,4,4
44119,0034100001mcPDB,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000ygfLX,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001eu8FJ,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000018wrNQ,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001AVoDE,Tec 360,EVN-0192863,4,4,4,5,3
44119,0034100001FbqM8,Tec 360,EVN-0192863,5,3,4,4,5
44119,0034100001OMOEk,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001BFFGn,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001BDxa4,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001Fd1Gm,Tec 360,EVN-0192863,5,3,4,5,4
44119,00341000018TFWf,Tec 360,EVN-0192863,5,3,4,4,5
44119,0034100001ONgU8,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001eACsR,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001FbGpM,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001FdJwH,Tec 360,EVN-0192863,5,2,3,4,5
44119,0034100001CmRoR,Tec 360,EVN-0192863,5,5,5,5,4
44119,0034100001OM7Oe,Tec 360,EVN-0192863,5,5,4,4,5
44119,00341000015LWRL,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001gJkiF,Tec 360,EVN-0192863,5,3,4,5,5
44119,003410000157QVw,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100002UDF3K,Tec 360,EVN-0192863,5,3,4,5,5
44119,0034100001gIlJS,Tec 360,EVN-0192863,4,3,4,4,5
44119,0034100001ONMQC,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001eByAZ,Tec 360,EVN-0192863,4,2,4,5,4
44119,003410000157OOI,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001NrgL8,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001BCwQV,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001PWMqn,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001ONfEa,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001QDOAu,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001I3c6P,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001h9D9i,Tec 360,EVN-0192863,5,4,4,5,4
44119,0032M00002aY7Zb,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001Clfrn,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001BEU4M,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001I4Lie,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000026oowq,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001MnM3w,Tec 360,EVN-0192863,4,5,4,5,5
44119,0034100001rddcy,Tec 360,EVN-0192863,5,2,4,4,4
44119,00341000012gcwP,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001ClzdO,Tec 360,EVN-0192863,5,4,4,5,4
44119,00341000019HOxa,Tec 360,EVN-0192863,4,5,4,5,4
44119,003410000157Qyn,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001CmRky,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001qaAuC,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001eBr4D,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001JuXpC,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001o7jsA,Tec 360,EVN-0192863,5,3,4,4,4
44119,00341000019HbEk,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001RcoIb,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001eCwtR,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001I2TNV,Tec 360,EVN-0192863,5,2,4,5,4
44119,003410000157MdW,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001AVoCz,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001FeEog,Tec 360,EVN-0192863,4,2,4,5,4
44119,0032M00002iO6Ib,Tec 360,EVN-0192863,4,3,4,4,5
44119,0034100001cQ9Nc,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001FbqeO,Tec 360,EVN-0192863,5,3,4,4,5
44119,00341000012fuo6,Tec 360,EVN-0192863,4,2,4,4,4
44119,00341000012gcwo,Tec 360,EVN-0192863,4,3,4,5,4
44119,003410000157Xa5,Tec 360,EVN-0192863,5,5,4,4,5
44119,0034100001NtFr3,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001OK93p,Tec 360,EVN-0192863,5,5,4,5,5
44119,0034100000s5pV1,Tec 360,EVN-0192863,5,5,4,5,5
44119,0034100000zgUJ2,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001AT1Wq,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001AS3LA,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001h8Ymz,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001gHino,Tec 360,EVN-0192863,5,3,3,4,5
44119,0033f000006Nfk9,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000018ucEp,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001MnJ1A,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001Z3j56,Tec 360,EVN-0192863,4,2,4,5,4
44119,00341000012gHSX,Tec 360,EVN-0192863,4,5,4,4,4
44119,003410000157S0s,Tec 360,EVN-0192863,4,3,4,4,4
44119,0032M00002fMEfp,Tec 360,EVN-0192863,4,4,4,4,5
44119,0034100001gHkpf,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001LkQMu,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001L0XB4,Tec 360,EVN-0192863,4,2,4,4,4
44119,0032M00002bt6MI,Tec 360,EVN-0192863,4,5,4,4,5
44119,0034100001eBqTD,Tec 360,EVN-0192863,5,4,4,5,4
44119,00341000018uAyA,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001LlegV,Tec 360,EVN-0192863,5,5,4,5,5
44119,0034100001eDklU,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001AVsbU,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001J5cZ1,Tec 360,EVN-0192863,5,2,3,4,4
44119,0034100001QH4b5,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001exDLl,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001ClzY9,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000012gE1b,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001FdrJp,Tec 360,EVN-0192863,5,2,3,5,4
44119,0034100001L48VI,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001Cn49m,Tec 360,EVN-0192863,5,2,4,5,4
44119,00341000019HQQa,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001dSods,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000s5pNv,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001NsG38,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001FbGOY,Tec 360,EVN-0192863,5,3,4,5,4
44119,00341000012fB4Z,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001BDDae,Tec 360,EVN-0192863,5,4,4,4,4
44119,0032M00002d4nZR,Tec 360,EVN-0192863,5,4,4,5,5
44119,00341000018tq7q,Tec 360,EVN-0192863,5,3,4,4,5
44119,0034100001BFNXg,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001xFHAy,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001gGL1Z,Tec 360,EVN-0192863,4,3,4,5,4
44119,003410000157Sbn,Tec 360,EVN-0192863,5,2,4,4,5
44119,0034100000s5pJz,Tec 360,EVN-0192863,5,2,4,5,5
44119,0032M00002btnDm,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001L1sir,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001ZQVmP,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001L1cN7,Tec 360,EVN-0192863,5,3,4,5,5
44119,003410000159fKe,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001NqlWF,Tec 360,EVN-0192863,4,5,4,4,4
44119,003410000157MPT,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001I4MD3,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001QEUXi,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001J5cea,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001uRQNc,Tec 360,EVN-0192863,5,2,4,5,4
44119,00341000012gE2j,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001J5cfJ,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001Ns8e8,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001ASCWX,Tec 360,EVN-0192863,5,4,4,4,4
44119,003410000157SqY,Tec 360,EVN-0192863,4,3,5,4,4
44119,0032M00002YVJqt,Tec 360,EVN-0192863,4,3,3,5,4
44119,0034100001CmRpU,Tec 360,EVN-0192863,4,2,4,5,4
44119,00341000012fBCE,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001FeGBm,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001dSJ15,Tec 360,EVN-0192863,5,2,4,4,4
44119,00341000018wrGi,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001BDr5f,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001xGLbM,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001RZG3c,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001PWV8W,Tec 360,EVN-0192863,4,3,4,5,4
44119,003410000157RmS,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000yfrqv,Tec 360,EVN-0192863,5,2,4,4,4
44119,00341000018TGdH,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100000zgUM1,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001W7JfT,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000022t7Dl,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001Llf1F,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001Fd1L3,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100000s5ouq,Tec 360,EVN-0192863,4,5,4,4,5
44119,0034100001cPBX4,Tec 360,EVN-0192863,5,3,3,4,4
44119,0034100001FeHSx,Tec 360,EVN-0192863,5,5,4,4,4
44119,00341000018TFUy,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001MmE6r,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001VLf9L,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001MndnI,Tec 360,EVN-0192863,4,5,4,4,4
44119,00341000019HUvR,Tec 360,EVN-0192863,4,4,5,4,4
44119,003410000157RaX,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100002XrTg6,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001FbGV1,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001rdW6F,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001OLqT2,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001h9bIs,Tec 360,EVN-0192863,5,5,3,5,5
44119,0034100001rfDpf,Tec 360,EVN-0192863,5,4,4,5,4
44119,00341000015Jpm7,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001L2YAh,Tec 360,EVN-0192863,4,4,5,5,4
44119,0034100000s5pmq,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100000zgF7c,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001Fd1gz,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001gJlYP,Tec 360,EVN-0192863,5,5,3,4,4
44119,003410000157Rmu,Tec 360,EVN-0192863,5,2,5,4,4
44119,0034100000s5pZr,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001OLpT5,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001L2Mbj,Tec 360,EVN-0192863,5,2,4,4,4
44119,00341000015LWQw,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100000zeWS9,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001TKyo1,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100000yirGe,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001mnB6z,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100000yiebK,Tec 360,EVN-0192863,5,5,4,5,5
44119,003410000157YS5,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100000yhyoR,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100002EWigd,Tec 360,EVN-0192863,4,5,4,4,4
44119,003410000157QTC,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100000s5p6h,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100000yFZCr,Tec 360,EVN-0192863,5,3,4,4,4
44119,00341000018TFpc,Tec 360,EVN-0192863,5,2,4,4,4
44119,00341000014ZVcz,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001Ozzxv,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001fmQC4,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100000yj3uo,Tec 360,EVN-0192863,4,2,4,4,4
44119,00341000012gE4p,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001LmPt6,Tec 360,EVN-0192863,5,2,3,4,4
44119,0034100000s5pnZ,Tec 360,EVN-0192863,4,2,4,4,5
44119,0034100001ey0Vf,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001oAG0E,Tec 360,EVN-0192863,5,5,4,5,4
44119,003410000257oFW,Tec 360,EVN-0192863,5,2,4,5,4
44119,00341000012gE1R,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001J67h2,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001Cm6HP,Tec 360,EVN-0192863,5,5,4,5,4
44119,00341000012fz0C,Tec 360,EVN-0192863,4,3,4,4,4
44119,00341000021jKhB,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001I2TR3,Tec 360,EVN-0192863,4,3,4,5,5
44119,0034100001BDHRq,Tec 360,EVN-0192863,4,5,4,5,5
44119,003410000157RNs,Tec 360,EVN-0192863,4,4,4,5,5
44119,003410000157TJP,Tec 360,EVN-0192863,5,3,5,5,5
44119,00341000021kJFU,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001I3QVF,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000012goC6,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001L0TyV,Tec 360,EVN-0192863,4,5,4,5,5
44119,0034100001kBd8K,Tec 360,EVN-0192863,4,2,4,5,4
44119,00341000012gDzG,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100000zeWVc,Tec 360,EVN-0192863,5,3,4,4,4
44119,00341000014ZpWY,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001Lnnci,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001lfwg7,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100000yihBG,Tec 360,EVN-0192863,4,2,5,4,4
44119,0034100001uQcF9,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001ZRu0t,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001J6OSt,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100000s5onR,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001CkhsN,Tec 360,EVN-0192863,5,2,5,4,5
44119,0032M00002d6WSC,Tec 360,EVN-0192863,4,5,4,4,4
44119,0032M00002d4Xxv,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000s5pPw,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001JtZuo,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100000yinDu,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100000s5pQQ,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100000yfrgn,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001I4LyD,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001I4Lf1,Tec 360,EVN-0192863,5,5,5,4,4
44119,003410000157MQC,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001LlelV,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001ON96z,Tec 360,EVN-0192863,4,5,4,4,4
